price_mean_pfx,price_std_pfx,price_min_pfx,price_max_pfx,price2_mean_pfx,price2_std_pfx,country_mode_pfx,page_1_(main_category)_mode_pfx,page_2_(clothing_model)_mode_pfx,colour_mode_pfx,model_photography_mode_pfx,country_nunique_pfx,page_1_(main_category)_nunique_pfx,page_2_(clothing_model)_nunique_pfx,colour_nunique_pfx,model_photography_nunique_pfx,target
49.0,5.196152422706632,43,52,1.3333333333333333,0.5773502691896258,29,2,B11,2,1,1,1,3,3,1,1
39.0,15.556349186104043,28,50,1.5,0.7071067811865476,29,3,C35,6,1,1,1,2,2,2,1
38.0,0.0,38,38,2.0,0.0,29,2,B17,6,2,1,1,1,1,1,1
33.0,0.0,33,33,2.0,0.0,29,1,A16,1,1,1,1,1,1,1,1
49.4,10.406728592598157,38,57,1.4,0.5477225575051661,29,2,B26,13,1,1,1,3,3,1,1
40.5,3.5355339059327378,38,43,2.0,0.0,29,1,A4,3,1,1,1,2,2,2,1
52.666666666666664,25.40341184434353,38,82,1.6666666666666667,0.5773502691896257,29,1,A10,3,1,1,1,3,1,2,1
37.2,12.911235417263525,20,52,1.8,0.4472135954999579,29,3,A5,3,2,1,2,5,4,2,1
57.0,0.0,57,57,1.0,0.0,29,3,C54,14,1,1,1,1,1,1,1
52.0,4.06201920231798,48,57,1.0,0.0,9,3,C45,5,2,1,1,5,5,2,1
52.4,12.259690045021529,38,67,1.4,0.5477225575051662,29,2,B13,12,1,1,1,5,4,2,1
41.8,11.497825881443848,33,62,1.8,0.4472135954999579,29,1,A16,1,1,1,1,5,3,2,1
47.5,13.435028842544405,38,57,1.5,0.7071067811865476,29,2,B19,2,1,1,1,2,2,1,1
37.0,6.519202405202649,28,43,1.4,0.5477225575051661,29,4,P1,3,1,1,1,5,4,1,1
32.0,5.477225575051661,23,38,1.8,0.4472135954999579,29,4,P12,4,1,1,1,4,4,2,0
38.0,7.905694150420948,28,48,1.4,0.5477225575051662,29,4,P17,2,2,1,1,5,4,2,0
38.0,0.0,38,38,1.0,0.0,29,4,P1,3,1,1,1,1,1,1,1
34.8,10.545141061171254,28,52,1.8,0.4472135954999579,29,3,C43,6,2,1,3,3,3,2,1
40.25,16.132265804901678,23,62,1.5,0.5773502691896257,29,1,A31,3,2,1,2,4,3,2,1
48.8,7.791020472312982,43,62,1.4,0.5477225575051661,29,1,A11,3,1,1,2,5,3,1,1
54.6,15.883954167649817,43,72,1.0,0.0,29,4,P6,2,1,1,2,2,2,1,1
51.4,13.831124321616086,33,67,1.2,0.4472135954999579,29,2,A15,2,1,1,3,5,3,2,1
47.0,16.69331203406522,28,62,1.5,0.5773502691896257,29,1,A1,2,1,1,1,4,3,1,1
42.666666666666664,8.082903768654761,38,52,1.6666666666666667,0.5773502691896257,29,2,B15,6,1,1,1,3,3,2,1
41.8,16.037456157383563,23,62,1.4,0.5477225575051661,29,3,B14,2,1,1,2,5,4,2,1
48.0,0.0,48,48,1.0,0.0,29,3,C4,4,1,1,1,1,1,1,1
48.0,0.0,48,48,1.0,0.0,29,3,C18,9,1,1,1,1,1,1,1
43.0,0.0,43,43,2.0,0.0,24,1,A7,3,1,1,1,1,1,1,1
52.0,0.0,52,52,1.0,0.0,29,2,B3,12,1,1,1,1,1,1,1
55.333333333333336,2.886751345948128,52,57,1.0,0.0,29,2,B1,3,1,1,1,3,3,2,1
56.2,11.541230437002806,38,67,1.2,0.4472135954999579,29,2,B10,2,1,1,1,5,3,2,1
51.0,14.730919862656236,38,67,1.6666666666666667,0.5773502691896257,29,2,B10,2,1,1,1,3,2,1,1
30.5,3.5355339059327378,28,33,2.0,0.0,29,4,P12,2,1,1,1,2,2,1,1
82.0,0.0,82,82,1.0,0.0,29,1,A9,3,1,1,1,1,1,1,1
63.0,3.605551275463989,60,67,1.0,0.0,29,2,A29,2,1,1,2,3,1,1,1
38.25,18.30072858294627,18,57,1.5,0.5773502691896257,2,3,C30,2,2,1,1,4,4,2,1
52.5,20.506096654409877,38,67,1.5,0.7071067811865476,29,2,B10,2,1,1,1,2,2,1,1
39.25,2.4999999999999996,38,43,1.75,0.5,29,1,A4,3,1,1,3,4,2,2,1
48.0,0.0,48,48,1.0,0.0,29,4,P3,2,1,1,1,1,1,1,1
44.8,16.39207125411551,28,72,1.8,0.4472135954999579,29,1,A1,3,1,1,1,5,2,2,0
51.5,12.020815280171307,43,60,1.5,0.7071067811865476,29,1,A14,3,1,1,1,2,1,1,1
62.0,0.0,62,62,1.0,0.0,24,1,A8,3,1,1,1,1,1,1,1
39.8,14.007141035914502,28,62,1.6,0.5477225575051661,29,4,A11,4,1,1,3,5,3,2,1
31.0,6.708203932499369,28,43,1.8,0.4472135954999579,29,4,P2,9,1,1,1,5,4,2,0
40.5,3.5355339059327378,38,43,2.0,0.0,29,1,A10,3,1,1,1,2,1,1,1
67.0,0.0,67,67,1.0,0.0,29,2,B10,2,1,1,1,1,1,1,1
53.4,17.6578594399208,28,72,1.4,0.5477225575051661,29,1,A1,3,1,1,1,5,3,1,0
41.8,12.537942414925984,28,62,1.6,0.5477225575051662,29,1,A11,2,1,1,3,5,3,2,1
57.0,0.0,57,57,1.0,0.0,29,3,C21,14,1,1,1,1,1,1,1
62.0,0.0,62,62,1.0,0.0,29,2,B14,2,1,1,1,1,1,1,1
36.0,5.70087712549569,28,43,1.4,0.5477225575051662,29,4,P1,3,1,1,1,5,3,2,0
36.333333333333336,2.88675134594813,33,38,1.3333333333333333,0.5773502691896258,29,4,P11,4,2,1,1,3,2,2,1
41.0,8.366600265340754,28,48,1.2,0.4472135954999579,29,3,C28,2,2,1,2,5,3,2,0
46.4,7.668115805072325,38,52,1.4,0.5477225575051662,29,2,B12,2,2,1,1,5,5,2,1
43.0,0.0,43,43,2.0,0.0,29,1,A2,3,1,1,1,1,1,1,1
56.25,18.30072858294627,38,72,1.5,0.5773502691896257,29,1,A3,3,1,1,1,3,2,1,1
40.4,12.300406497347964,28,60,1.8,0.4472135954999579,29,1,A13,3,1,1,1,5,4,2,1
42.0,16.3707055437449,28,60,1.6666666666666667,0.5773502691896257,29,1,A29,2,1,1,1,3,3,2,1
59.5,10.606601717798211,52,67,1.0,0.0,9,2,B10,2,1,1,2,2,2,2,1
43.0,0.0,43,43,2.0,0.0,29,1,A2,3,1,1,1,1,1,1,1
54.4,10.406728592598157,43,62,1.4,0.5477225575051661,29,1,A11,3,1,1,1,5,2,1,0
43.0,0.0,43,43,2.0,0.0,29,1,A2,3,1,1,1,1,1,1,1
43.0,7.0710678118654755,38,48,1.5,0.7071067811865476,29,1,A4,3,1,1,2,2,2,2,1
33.0,0.0,33,33,2.0,0.0,29,4,P16,7,1,1,1,1,1,1,1
52.666666666666664,16.743157806499145,43,72,1.6666666666666667,0.5773502691896257,9,1,A3,3,1,1,1,3,1,1,1
56.666666666666664,17.243356208503418,38,72,1.3333333333333333,0.5773502691896258,9,1,A10,3,1,1,1,3,1,1,1
43.8,10.401922899156675,38,62,1.8,0.4472135954999579,24,1,A12,3,1,1,1,4,2,1,1
38.0,8.660254037844387,28,43,2.0,0.0,9,1,A1,3,1,1,1,3,2,1,1
45.4,11.781341180018511,33,65,1.2,0.4472135954999579,29,4,P10,4,1,1,1,5,3,2,0
43.0,0.0,43,43,2.0,0.0,9,1,A2,3,1,1,1,1,1,1,1
41.6,13.849187701811251,23,57,1.4,0.5477225575051662,46,3,B1,6,1,1,2,5,4,2,1
43.0,0.0,43,43,2.0,0.0,9,1,A2,3,1,1,1,2,1,1,1
43.0,0.0,43,43,2.0,0.0,29,1,A5,3,1,1,1,1,1,1,1
45.25,12.12091855705114,33,62,1.5,0.5773502691896257,29,1,A16,2,1,1,2,4,3,1,1
48.8,8.555699854482976,38,62,1.2,0.4472135954999579,29,3,A11,2,1,1,3,5,5,1,1
43.0,0.0,43,43,2.0,0.0,9,1,A2,3,1,1,1,1,1,1,1
45.5,3.5355339059327378,43,48,1.5,0.7071067811865476,29,2,B11,2,1,1,2,2,1,2,1
58.2,12.029131306956456,38,67,1.2,0.4472135954999579,9,2,B10,2,1,1,1,4,4,2,0
46.6,10.922453936730518,33,57,1.2,0.4472135954999579,46,3,C56,6,2,1,2,4,4,2,1
40.0,16.97056274847714,28,52,1.5,0.7071067811865476,29,1,A1,8,1,1,2,2,2,1,1
55.2,10.545141061171254,38,67,1.2,0.4472135954999579,29,2,B19,2,1,1,1,5,3,1,0
51.25,12.579745625409126,38,62,1.5,0.5773502691896257,9,1,A2,3,1,1,1,4,3,2,1
57.0,0.0,57,57,1.0,0.0,29,3,C56,6,2,1,1,1,1,1,1
59.2,19.47305831142094,28,82,1.2,0.4472135954999579,9,1,A11,3,1,1,1,5,4,1,1
47.2,14.463747785411636,28,62,1.4,0.5477225575051661,9,1,A11,3,1,1,2,5,3,1,1
54.333333333333336,24.090108620206205,38,82,1.6666666666666667,0.5773502691896258,24,1,A10,3,1,1,1,3,1,1,1
45.5,3.5355339059327378,43,48,1.0,0.0,29,3,C2,11,1,1,1,2,2,1,1
46.0,13.856406460551018,38,62,1.6666666666666667,0.5773502691896257,29,1,A32,2,1,1,1,3,2,2,1
42.6,14.926486525636232,28,62,1.6,0.5477225575051662,29,1,A1,1,1,1,2,5,5,1,1
43.0,0.0,43,43,2.0,0.0,29,1,A2,3,1,1,1,1,1,1,1
50.6,8.561541917201597,43,62,1.6,0.5477225575051661,29,2,B11,2,1,1,2,4,2,1,0
38.0,0.0,38,38,1.0,0.0,29,4,P13,4,1,1,1,1,1,1,1
54.4,12.973048986263793,38,67,1.4,0.5477225575051662,29,2,B10,2,1,1,1,5,3,2,0
35.5,17.67766952966369,23,48,1.5,0.7071067811865476,29,3,C14,9,1,1,1,2,1,1,1
47.5,20.506096654409877,33,62,1.5,0.7071067811865476,29,1,A37,2,1,1,2,2,1,1,1
40.0,4.4721359549995805,38,48,1.0,0.0,29,4,P1,4,1,1,1,5,3,2,0
43.4,14.20563268566381,28,57,1.4,0.5477225575051662,29,2,A1,1,1,1,2,5,5,2,1
20.0,0.0,20,20,2.0,0.0,9,3,C50,9,2,1,1,1,1,1,1
37.0,8.215838362577491,28,48,1.6,0.5477225575051662,29,4,P33,6,2,1,1,5,3,2,1
43.8,12.5777581468241,28,62,1.2,0.4472135954999579,29,4,A17,2,2,1,3,5,3,2,0
38.0,0.0,38,38,2.0,0.0,24,1,A12,2,1,1,1,1,1,1,1
38.0,0.0,38,38,2.0,0.0,29,1,A4,3,2,1,1,1,1,1,1
43.8,10.52140675005011,28,57,1.6,0.5477225575051661,41,1,A41,2,1,1,3,4,3,2,0
40.4,11.349008767288886,28,50,1.4,0.5477225575051661,29,3,C17,2,1,1,2,5,3,2,0
40.0,16.97056274847714,28,52,1.5,0.7071067811865476,32,1,A42,6,1,1,2,2,1,2,1
54.0,14.730919862656236,38,67,1.3333333333333333,0.5773502691896257,24,2,B10,2,1,1,1,3,3,1,1
57.4,16.133815419794537,43,82,1.4,0.5477225575051661,9,1,A17,3,1,1,2,5,2,2,1
47.6,13.612494260788504,33,62,1.6,0.5477225575051661,29,1,A11,3,1,1,1,5,4,2,1
62.0,0.0,62,62,1.0,0.0,9,1,A21,1,1,1,1,1,1,1,1
43.0,5.0,38,48,1.4,0.5477225575051661,29,1,A2,4,1,1,3,5,4,2,1
47.8,13.700364958642524,38,72,1.8,0.4472135954999579,29,1,A12,3,1,1,1,5,2,1,0
44.8,21.53369452741447,28,82,1.4,0.5477225575051662,29,4,A13,3,1,1,2,5,4,2,0
43.4,14.205632685663812,28,57,1.4,0.5477225575051661,24,3,C29,6,2,1,1,4,3,1,1
40.0,2.7386127875258306,38,43,2.0,0.0,29,1,A10,3,1,1,2,5,3,1,0
39.333333333333336,15.50268793897798,28,57,1.6666666666666667,0.5773502691896257,29,3,C56,6,2,1,2,3,2,1,1
46.666666666666664,31.895663237081827,20,82,1.6666666666666667,0.5773502691896257,9,1,A20,2,2,1,2,3,3,2,1
41.8,12.537942414925984,28,62,1.4,0.5477225575051661,29,4,A7,3,1,1,2,5,3,1,1
46.0,13.856406460551018,38,62,1.6666666666666667,0.5773502691896257,41,1,A17,4,1,1,1,3,2,2,1
38.0,8.16496580927726,28,48,1.25,0.5,29,3,C48,2,2,1,2,4,4,2,1
51.4,12.895735729302148,38,67,1.4,0.5477225575051662,29,2,B22,2,1,1,1,5,4,1,0
57.0,0.0,57,57,1.0,0.0,29,2,B1,4,1,1,1,2,2,1,1
38.0,0.0,38,38,2.0,0.0,29,2,B12,2,1,1,1,2,2,2,1
40.6,10.99090533122727,28,52,1.6,0.5477225575051662,29,2,B3,2,1,1,3,5,4,2,1
31.333333333333332,5.773502691896257,28,38,1.6666666666666667,0.5773502691896257,29,4,P1,3,1,1,1,3,2,1,1
35.5,9.57427107756338,28,48,1.5,0.5773502691896257,29,4,P53,1,2,1,1,4,4,2,1
35.2,9.984988733093292,26,48,1.6,0.5477225575051661,36,3,C49,4,1,1,1,4,4,2,0
51.0,8.981462390204987,38,57,1.25,0.5,29,2,B19,3,1,1,1,4,4,2,1
38.4,13.446189051177289,20,48,1.4,0.5477225575051661,29,3,C17,14,2,1,1,5,3,2,0
48.6,16.622274212634082,28,72,1.6,0.5477225575051661,29,1,A2,3,1,1,2,5,3,2,1
56.0,4.183300132670378,52,62,1.0,0.0,29,2,B4,10,1,1,2,4,4,1,0
35.5,3.5355339059327378,33,38,2.0,0.0,9,1,A15,2,1,1,1,2,2,2,1
39.8,9.934787365615833,33,57,1.8,0.4472135954999579,9,3,C24,14,1,1,1,5,4,2,1
60.0,31.11269837220809,38,82,1.5,0.7071067811865476,28,1,A12,2,1,1,1,2,2,1,1
55.2,11.122050170719426,38,67,1.2,0.4472135954999579,29,2,B1,4,2,1,1,5,4,2,0
48.0,0.0,48,48,1.0,0.0,24,3,C18,9,1,1,1,1,1,1,1
51.0,12.708265027138836,33,62,1.2,0.4472135954999579,29,3,A21,14,1,1,2,5,4,1,1
38.0,0.0,38,38,1.0,0.0,29,4,P13,4,1,1,1,1,1,1,1
52.5,13.435028842544405,43,62,1.0,0.0,24,1,A11,3,1,1,2,2,2,1,1
58.4,16.637307474468336,38,82,1.2,0.4472135954999579,29,1,A17,2,1,1,2,5,3,2,0
38.0,0.0,38,38,2.0,0.0,29,2,B15,9,1,1,1,1,1,1,1
62.0,0.0,62,62,1.0,0.0,9,1,A11,3,1,1,1,1,1,1,1
56.4,18.676188047886004,38,82,1.4,0.5477225575051661,24,1,A12,2,1,1,1,5,3,2,1
42.6,13.24009063413087,23,57,1.2,0.4472135954999579,29,4,C29,4,2,1,2,5,2,2,1
60.0,0.0,60,60,1.0,0.0,16,1,A14,3,1,1,1,1,1,1,1
42.0,8.215838362577491,28,48,1.2,0.4472135954999579,29,4,P63,14,2,1,1,5,4,2,1
53.0,17.435595774162696,28,72,1.4,0.5477225575051661,29,1,A11,3,1,1,1,5,2,1,1
42.2,16.48332490731163,18,57,1.4,0.5477225575051661,29,3,C20,13,1,1,1,5,4,2,0
41.8,13.498148021117563,28,62,1.6,0.5477225575051661,29,3,A34,2,1,1,2,5,3,2,1
52.5,20.506096654409877,38,67,1.5,0.7071067811865476,29,2,B10,2,1,1,1,2,1,1,1
51.6,11.907980517283358,43,67,1.2,0.4472135954999579,29,1,A2,3,1,1,3,5,5,2,1
44.6,17.02351315093333,28,62,1.6,0.5477225575051661,29,1,A11,3,1,1,2,4,3,2,0
43.0,0.0,43,43,2.0,0.0,29,1,A2,3,1,1,1,1,1,1,1
38.0,0.0,38,38,2.0,0.0,29,3,C52,2,1,1,1,1,1,1,1
52.6,20.440156555173445,28,82,1.4,0.5477225575051661,29,1,A1,3,1,1,2,5,3,1,1
57.0,7.0710678118654755,52,62,1.0,0.0,29,2,B14,2,1,1,1,2,2,1,1
28.0,0.0,28,28,2.0,0.0,29,1,A1,8,1,1,1,1,1,1,1
47.5,6.363961030678928,43,52,1.0,0.0,29,2,B16,12,1,1,2,2,1,1,1
42.75,11.84271928232701,33,57,1.5,0.5773502691896257,29,4,P75,7,1,1,3,3,3,1,1
43.6,14.707141122597552,28,57,1.4,0.5477225575051661,29,3,C56,6,2,1,3,4,2,2,1
55.0,9.899494936611664,48,62,1.0,0.0,29,1,A11,3,1,1,2,2,2,2,1
38.0,14.142135623730953,28,48,1.5,0.7071067811865476,29,3,C1,4,1,1,1,2,2,2,1
51.4,10.89954127475097,38,62,1.4,0.5477225575051661,29,1,A2,2,1,1,2,5,3,1,0
39.0,6.519202405202649,28,43,1.2,0.4472135954999579,29,4,P18,2,1,1,1,5,2,2,0
52.0,0.0,52,52,1.0,0.0,29,2,B5,14,2,1,1,1,1,1,1
39.8,16.392071254115507,23,67,1.8,0.4472135954999579,29,2,A16,6,1,1,3,5,4,2,1
38.0,0.0,38,38,2.0,0.0,29,2,B23,7,1,1,1,1,1,1,1
52.0,0.0,52,52,1.0,0.0,29,2,B16,12,1,1,1,1,1,1,1
55.4,14.310835055998654,38,72,1.4,0.5477225575051661,29,1,A10,3,1,1,2,5,2,1,0
47.5,6.363961030678928,43,52,1.5,0.7071067811865476,29,1,A6,3,1,1,2,2,2,1,1
41.6,17.30028901492689,23,62,1.6,0.5477225575051662,29,1,A1,2,1,1,3,5,5,2,0
42.6,14.064138793399332,28,62,1.6,0.5477225575051661,29,1,A1,3,1,1,2,5,4,2,1
46.8,20.9093280618962,28,82,1.2,0.4472135954999579,29,4,A1,3,1,1,2,5,3,2,1
56.75,9.215023964519393,43,62,1.25,0.5,29,1,A11,3,1,1,1,3,1,1,1
35.4,8.87693640846886,20,43,1.2,0.4472135954999579,29,4,P13,4,1,1,2,4,3,2,0
62.0,0.0,62,62,1.0,0.0,29,1,A17,2,1,1,1,2,2,1,1
54.4,12.973048986263793,38,67,1.4,0.5477225575051661,29,2,B10,2,1,1,1,5,2,2,1
46.0,9.848857801796104,38,57,1.0,0.0,29,4,B1,2,1,1,2,3,3,1,1
33.0,0.0,33,33,2.0,0.0,29,2,B33,6,2,1,1,1,1,1,1
67.0,0.0,67,67,1.0,0.0,29,2,B10,2,1,1,1,1,1,1,1
49.6,13.867227552759058,38,67,1.6,0.5477225575051662,29,2,B10,2,1,1,1,5,2,1,0
57.0,0.0,57,57,1.0,0.0,29,2,B2,3,2,1,1,1,1,1,1
38.0,0.0,38,38,1.0,0.0,29,4,P70,6,2,1,1,1,1,1,1
38.8,14.342245291445828,28,62,1.8,0.4472135954999579,29,1,A1,1,1,1,1,5,5,2,0
36.333333333333336,7.637626158259733,28,43,2.0,0.0,29,1,A1,3,1,1,1,3,2,1,1
62.0,0.0,62,62,1.0,0.0,29,1,A17,2,1,1,1,1,1,1,1
38.0,0.0,38,38,1.0,0.0,29,4,P1,3,1,1,1,1,1,1,1
46.0,13.856406460551018,38,62,1.6666666666666667,0.5773502691896257,41,2,B12,2,1,1,2,2,1,1,1
51.25,10.56330125166055,38,62,1.25,0.5,29,3,A11,6,1,1,3,4,3,2,1
44.2,15.754364474646383,28,62,1.4,0.5477225575051661,29,1,A11,3,1,1,2,5,4,2,0
47.8,13.700364958642524,38,72,1.8,0.4472135954999579,29,1,A12,3,1,1,1,5,2,1,0
30.5,3.5355339059327378,28,33,2.0,0.0,29,1,A1,8,1,1,1,2,2,2,1
36.0,7.582875444051552,28,43,1.4,0.5477225575051661,29,4,P23,6,1,1,1,4,4,2,1
43.0,7.0710678118654755,38,48,1.5,0.7071067811865476,29,3,C52,2,1,1,2,2,1,1,1
43.6,13.371611720357423,28,62,1.6,0.5477225575051661,29,1,A21,6,1,1,3,5,4,2,1
49.6,9.864076236526156,38,62,1.4,0.5477225575051661,29,1,A11,3,1,1,2,5,4,1,1
39.8,13.553597308463903,28,62,1.8,0.4472135954999579,29,1,A13,1,2,1,1,5,3,2,1
43.6,17.28583234906552,28,62,1.6,0.5477225575051662,29,1,A1,2,1,1,1,5,4,1,0
38.0,9.354143466934854,28,48,1.6,0.5477225575051661,29,4,C1,14,1,1,2,5,4,2,1
39.4,13.221195104830729,28,60,1.8,0.4472135954999579,29,1,A1,1,1,1,1,5,3,1,0
54.5,3.5355339059327378,52,57,1.0,0.0,29,2,B16,12,1,1,1,2,2,1,1
60.0,0.0,60,60,1.0,0.0,29,1,A14,3,1,1,1,1,1,1,1
41.0,26.962937525425527,23,72,1.6666666666666667,0.5773502691896257,29,4,A3,4,2,1,2,3,2,2,1
52.5,10.969655114602888,43,62,1.5,0.5773502691896257,29,1,A17,2,1,1,1,2,2,1,1
50.6,15.517731793016658,38,72,1.2,0.4472135954999579,29,1,A11,3,1,1,2,5,2,2,1
37.0,8.94427190999916,28,48,1.4,0.5477225575051661,29,3,C1,4,1,1,2,5,4,2,1
38.0,10.0,28,48,1.6,0.5477225575051662,29,3,A1,4,1,1,3,5,5,2,0
44.666666666666664,5.773502691896256,38,48,1.3333333333333333,0.5773502691896258,29,3,C8,2,2,1,2,2,2,2,1
49.8,18.130085493455347,38,82,1.8,0.4472135954999579,29,1,A10,3,1,1,1,5,1,1,1
38.0,8.660254037844387,28,43,1.3333333333333333,0.5773502691896258,29,4,P26,2,1,1,1,3,3,1,1
52.4,18.17415747703315,33,72,1.4,0.5477225575051661,29,1,A11,3,1,1,1,5,4,2,1
38.0,0.0,38,38,1.0,0.0,29,4,P15,4,2,1,1,1,1,1,1
49.4,8.561541917201597,38,57,1.2,0.4472135954999579,29,2,B1,3,1,1,2,5,4,2,0
30.0,10.583005244258365,20,48,1.8,0.4472135954999579,29,3,C10,9,2,1,1,5,4,2,1
67.0,0.0,67,67,1.0,0.0,29,2,B10,2,1,1,1,1,1,1,1
55.0,2.7386127875258306,52,57,1.0,0.0,29,2,B1,4,1,1,1,4,4,2,0
39.0,10.246950765959598,28,48,1.4,0.5477225575051661,29,3,C1,4,1,1,1,5,4,2,0
39.2,15.352524222420236,20,62,1.8,0.4472135954999579,29,2,B11,2,1,1,2,5,3,2,1
23.0,0.0,23,23,2.0,0.0,29,3,C14,9,1,1,1,1,1,1,1
47.6,16.44080290010193,28,67,1.6,0.5477225575051662,29,1,A13,1,1,1,2,5,5,2,1
46.6,12.0124934963562,28,57,1.2,0.4472135954999579,29,3,C12,14,1,1,2,5,3,2,1
46.6,14.20563268566381,33,62,1.6,0.5477225575051662,29,1,A16,1,1,1,1,5,3,2,1
45.0,15.215124054702938,20,57,1.4,0.5477225575051661,29,3,A7,6,1,1,2,5,3,1,1
33.0,7.0710678118654755,28,38,1.5,0.7071067811865476,29,4,P63,9,1,1,1,2,2,2,1
35.8,12.617448236470002,28,57,1.6,0.5477225575051661,29,3,C30,2,1,1,2,4,3,2,1
67.0,0.0,67,67,1.0,0.0,29,2,B10,2,1,1,1,1,1,1,1
51.4,11.458621208504974,38,67,1.4,0.5477225575051661,29,2,B10,2,1,1,1,5,3,1,1
38.0,0.0,38,38,2.0,0.0,29,2,B12,2,1,1,1,1,1,1,1
48.0,0.0,48,48,1.0,0.0,29,3,C4,4,1,1,1,1,1,1,1
51.0,43.840620433565945,20,82,1.5,0.7071067811865476,29,1,A9,3,1,1,2,2,2,1,1
47.666666666666664,4.509249752822895,43,52,1.3333333333333333,0.5773502691896257,29,1,A2,3,1,1,3,3,3,2,1
38.0,0.0,38,38,2.0,0.0,29,2,B15,9,1,1,1,1,1,1,1
37.75,11.84271928232701,28,52,1.75,0.5,29,1,A1,1,1,1,2,4,4,1,1
67.0,0.0,67,67,1.0,0.0,9,2,B10,2,1,1,1,1,1,1,1
48.0,0.0,48,48,1.0,0.0,29,4,P3,2,1,1,1,1,1,1,1
38.0,0.0,38,38,2.0,0.0,15,1,A18,4,1,1,1,1,1,1,1
36.75,6.291528696058958,28,43,1.75,0.5,29,1,A1,3,1,1,2,4,3,1,1
45.0,16.97056274847714,33,57,1.5,0.7071067811865476,29,3,C24,12,1,1,1,2,2,1,1
33.0,8.660254037844387,28,43,1.6666666666666667,0.5773502691896257,29,4,P2,2,1,1,1,3,2,1,1
62.0,0.0,62,62,1.0,0.0,29,1,A21,1,1,1,1,1,1,1,1
33.0,0.0,33,33,2.0,0.0,29,1,A16,1,1,1,1,1,1,1,1
43.0,0.0,43,43,2.0,0.0,9,1,A5,3,1,1,1,1,1,1,1
37.0,7.416198487095663,28,48,1.4,0.5477225575051661,29,4,P1,2,1,1,1,5,3,2,0
41.0,12.12435565298214,28,52,1.3333333333333333,0.5773502691896257,29,3,C2,2,2,1,1,3,3,2,1
34.0,6.519202405202648,28,43,1.6,0.5477225575051662,29,4,P16,4,1,1,1,5,4,2,1
28.0,0.0,28,28,2.0,0.0,29,3,C41,13,1,1,1,1,1,1,1
43.0,0.0,43,43,1.0,0.0,29,4,P6,2,1,1,1,1,1,1,1
37.0,2.2360679774997902,33,38,1.8,0.4472135954999579,29,2,B17,6,2,1,2,5,4,2,1
36.0,4.47213595499958,33,43,2.0,0.0,29,1,A23,1,2,1,1,5,4,2,1
57.6,22.36738697300156,38,82,1.6,0.5477225575051661,29,1,A9,3,1,1,1,4,1,1,0
47.6,14.926486525636232,28,62,1.2,0.4472135954999579,44,4,B13,2,1,1,2,5,4,2,0
58.4,16.25730604989646,43,82,1.4,0.5477225575051662,29,1,A8,3,1,1,1,4,1,1,0
28.0,0.0,28,28,2.0,0.0,29,3,C41,13,1,1,1,1,1,1,1
43.0,0.0,43,43,1.0,0.0,29,3,C2,12,1,1,1,1,1,1,1
43.0,0.0,43,43,2.0,0.0,29,1,A6,3,1,1,1,1,1,1,1
43.0,8.660254037844387,33,48,1.3333333333333333,0.5773502691896258,29,3,C11,2,1,1,1,3,3,2,1
50.6,15.517731793016658,38,72,1.4,0.5477225575051661,29,1,A10,3,1,1,2,5,1,1,0
51.25,15.435349040433133,38,67,1.5,0.5773502691896257,29,2,B23,2,1,1,1,3,2,1,1
44.6,11.502173707608488,33,57,1.6,0.5477225575051661,29,2,B19,2,1,1,2,5,5,1,1
37.0,16.401219466856727,20,57,1.6,0.5477225575051662,29,3,C29,6,2,1,1,5,4,1,1
33.0,6.123724356957945,28,43,2.0,0.0,29,1,A1,1,1,1,1,5,4,2,0
36.75,6.291528696058958,28,43,1.5,0.5773502691896257,29,4,A5,2,1,1,2,4,3,2,1
57.0,0.0,57,57,1.0,0.0,29,2,B31,9,1,1,1,1,1,1,1
37.0,10.8397416943394,23,48,1.6,0.5477225575051661,29,3,A15,14,1,1,2,4,3,2,1
51.4,11.458621208504974,38,67,1.4,0.5477225575051662,29,2,B10,2,1,1,1,5,4,2,1
53.6,17.35799527595281,38,82,1.6,0.5477225575051661,29,1,A12,3,1,1,2,5,3,2,1
28.0,0.0,28,28,2.0,0.0,29,1,A13,1,1,1,1,1,1,1,1
45.2,15.417522498767433,28,62,1.6,0.5477225575051662,44,1,A1,3,1,1,1,5,4,2,0
41.8,8.497058314499201,38,57,1.4,0.5477225575051662,29,2,B19,2,1,1,2,5,5,2,0
45.8,9.959919678390987,38,62,1.2,0.4472135954999579,29,4,A11,4,1,1,2,5,4,2,1
51.4,19.59081417399491,28,72,1.4,0.5477225575051662,29,1,A11,1,1,1,1,5,3,1,1
55.0,0.0,55,55,1.0,0.0,29,1,A27,3,1,1,1,1,1,1,1
58.0,20.161845153655953,33,82,1.4,0.5477225575051661,9,1,A14,3,1,1,1,5,2,2,0
56.25,20.039544239661073,38,82,1.5,0.5773502691896257,9,1,A11,3,1,1,1,4,2,1,1
35.5,10.606601717798211,28,43,2.0,0.0,21,1,A1,3,1,1,1,2,2,1,1
57.0,5.0,52,62,1.0,0.0,29,2,B13,3,2,1,1,3,3,2,1
56.333333333333336,7.505553499465134,52,65,1.0,0.0,29,3,C29,4,2,1,2,3,3,1,1
33.0,0.0,33,33,2.0,0.0,9,3,C11,7,1,1,1,1,1,1,1
